LocationHistoryID*	AuthorizedBy	Location* - do not change	LocationDate	LocationStatus	PrimaryKey_Object_Table	o_Accession_Full_ID	o_ItemType	topLevelLocation	childStorageLocation	childType	Location_refined	UniqueRooms	Room	Shelf/Drawer	Box	Library No.	Old Locations
29220	PENDS	Tranby Room Drawer 02	27/02/2014	Stored	26477	MA1900.204	Museum Artefact	Tranby room	Drawer 02	drawer	Tranby room		Tranby room	Drawer 02			0
29225	PENDS	Tranby Room Drawer 01	27/02/2014	Stored	26482	MA1999.12a	Museum Artefact	Tranby room	Drawer 01	drawer	Tranby room		Tranby room	Drawer 01			0
29226	PENDS	Tranby Room Drawer 01	27/02/2014	Stored	26483	MA1999.12b	Museum Artefact	Tranby room	Drawer 01	drawer	Tranby room		Tranby room	Drawer 01			0
29227	PENDS	Tranby Room Drawer 01	27/02/2014	Stored	26484	MA1999.12c	Museum Artefact	Tranby room	Drawer 01	drawer	Tranby room		Tranby room	Drawer 01			0
29228	PENDS	Tranby Room Drawer 01	27/02/2014	Stored	26485	MA1999.12d	Museum Artefact	Tranby room	Drawer 01	drawer	Tranby room		Tranby room	Drawer 01			0
29229	CURRC	Costume Room Box 5	18/11/2013	Stored	25967	C2013.8	Costume	Costume room	Box 5	box	Costume room		Costume room		Box 5		0
29230	CURRC	Tranby Room Drawer 22,	24/02/2014	Stored	26438	MA1979.261a-f	Museum Artefact	Tranby room	Drawer 22,	drawer	Tranby room		Tranby room	Drawer 22			0
29248	CURRC	Store Room NB3 No 3	18/11/2013	Stored	25962	MA2013.10a-b	Museum Artefact	NULL	Store Room NB3 No 3	container	Store Room NB3 No 3	Storeroom	Storeroom				0
29251	PENDS	Tranby Room Drawer 02	06/03/2014	NULL	26505	MA1964.35a	Museum Artefact	Tranby room	Drawer 02	drawer	Tranby room		Tranby room	Drawer 02			0
29252	PENDS	Tranby Room Drawer 02	06/03/2014	NULL	4944	MA1974.51	Museum Artefact	Tranby room	Drawer 02	drawer	Tranby room		Tranby room	Drawer 02			0
29253	PENDS	Tranby Room Drawer 02	06/03/2014	NULL	26511	MA1981.27b	Museum Artefact	Tranby room	Drawer 02	drawer	Tranby room		Tranby room	Drawer 02			0
29254	PENDS	Tranby Room Drawer 02	06/03/2014	NULL	26512	MA1991.5	Museum Artefact	Tranby room	Drawer 02	drawer	Tranby room		Tranby room	Drawer 02			0
29255	PENDS	Tranby Room Drawer 02	06/03/2014	NULL	26513	MA1995.58	Museum Artefact	Tranby room	Drawer 02	drawer	Tranby room		Tranby room	Drawer 02			0
29258	PENDS	Tranby Room Drawer 04	06/03/2014	NULL	26522	MA1947.16b	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29259	PENDS	Tranby Room Drawer 04	06/03/2014	NULL	26526	MA1947.16c	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29261	PENDS	Tranby Room Drawer 04	06/03/2014	NULL	26528	MA1947.16h	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29264	PENDS	Tranby Room Drawer 04	06/03/2014	NULL	26530	MA1949.11j	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29265	CURRC	Store Room NB3 No 5	18/11/2013	Stored	25962	MA2013.10a-b	Museum Artefact	NULL	Store Room NB3 No 5	container	Store Room NB3 No 5	Storeroom	Storeroom	NB3	5		0
29304	PENDS	Tranby Room Drawer 04	20/03/2014	NULL	26573	MA1984.123	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29305	DodG	Tranby Room Drawer 02	10/07/2002	Stored	3942	MA1993.67A-B	Museum Artefact	Tranby room	Drawer 02	drawer	Tranby room		Tranby room	Drawer 02			0
29306	PENDS	Tranby Room Drawer 04	20/03/2014	NULL	26574	MA1975.14	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29307	PENDS	Tranby Room Drawer 02	20/03/2014	NULL	26575	MA1975.66	Museum Artefact	Tranby room	Drawer 02	drawer	Tranby room		Tranby room	Drawer 02			0
29308	PENDS	Tranby Room Drawer 02	20/03/2014	NULL	26576	MA1977.11	Museum Artefact	Tranby room	Drawer 02	drawer	Tranby room		Tranby room	Drawer 02			0
29309	PENDS	Tranby Room Drawer 02	20/03/2014	NULL	26577	MA1978.146	Museum Artefact	Tranby room	Drawer 02	drawer	Tranby room		Tranby room	Drawer 02			0
29310	PENDS	Tranby Room Drawer 04	20/03/2014	NULL	26578	MA1979.169a	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29311	PENDS	Tranby Room Drawer 04	20/03/2014	NULL	26579	MA1979.169d-g	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29312	PENDS	Tranby Room Drawer 04	20/03/2014	NULL	26580	MA1979.224	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29313	PENDS	Tranby Room Drawer 04	20/03/2014	NULL	26581	MA1980.213	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29314	PENDS	Tranby Room Drawer 04	20/03/2014	NULL	26582	MA1981.191	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29315	PENDS	Tranby Room Drawer 04	20/03/2014	NULL	26583	MA1981.101	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29316	PENDS	Tranby Room Drawer 04	20/03/2014	NULL	26584	MA1982.81	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29317	PENDS	Tranby Room Drawer 04	20/03/2014	NULL	26585	MA1983.210	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29318	PENDS	Tranby Room Drawer 04	20/03/2014	NULL	26586	MA1983.41e	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29319	PENDS	Tranby Room Drawer 04	20/03/2014	NULL	26587	MA1983.280	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29320	PENDS	Tranby Room Drawer 04	20/03/2014	NULL	26588	MA1984.122	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29364	CURRC	Costume Room Box 133	7/12/2009	Stored	13688	C1981.109a-b	Costume	Costume room	Box 133	box	Costume room		Costume room		Box 133		0
29382	PENDS	Tranby Room Drawer 04	27/03/2014	NULL	26646	MA1989.167a	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29384	PENDS	Tranby Room Drawer 04	27/03/2014	NULL	26648	MA1988.31b	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29386	PENDS	Tranby Room Drawer 04	27/03/2014	NULL	26649	MA1984.421	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29387	PENDS	Tranby Room Drawer 04	27/03/2014	NULL	26651	MA1987.241e	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29389	PENDS	Tranby Room Drawer 04	27/03/2014	NULL	26652	MA1987.241d	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29390	PENDS	Tranby Room Drawer 04	27/03/2014	NULL	26654	MA1984.252b	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29392	PENDS	Tranby Room Drawer 04	27/03/2014	NULL	26655	MA1984.252a	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29393	PENDS	Tranby Room Drawer 04	27/03/2014	NULL	26657	MA1984.238	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29395	PENDS	Tranby Room Drawer 04	27/03/2014	NULL	26659	MA1984.126	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29396	PENDS	Tranby Room Drawer 04	27/03/2014	NULL	26660	MA1984.125	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29423	ValH	Tranby Room Drawer 02	06/06/2013	Displayed	4071	MA1986.41	Museum Artefact	Tranby room	Drawer 02	drawer	Tranby room		Tranby room	Drawer 02			0
29424	JILLM	Tranby Room Drawer 02	14/05/2007	Stored	6666	MA2003.24	Museum Artefact	Tranby room	Drawer 02	drawer	Tranby room		Tranby room	Drawer 02			0
29425	LesB	Tranby Room Drawer 02	8/12/2004	Stored	6139	MA2004.89	Museum Artefact	Tranby room	Drawer 02	drawer	Tranby room		Tranby room	Drawer 02			0
29426	PENDS	Tranby Room Drawer 02	27/03/2014	Stored	4054	MA1985.240	Museum Artefact	Tranby room	Drawer 02	drawer	Tranby room		Tranby room	Drawer 02			0
29428	LesB	Tranby Room Drawer 02	25/05/2004	Stored	5558	MA1984.233	Museum Artefact	Tranby room	Drawer 02	drawer	Tranby room		Tranby room	Drawer 02			0
29500	PENDS	Tranby Room Drawer 07	03/04/2014	NULL	26729	MA1945.7	Museum Artefact	Tranby room	Drawer 07	drawer	Tranby room		Tranby room	Drawer 07			0
29503	PENDS	Tranby Room Drawer 06	03/04/2014	NULL	26732	MA1951.13b	Museum Artefact	Tranby room	Drawer 06	drawer	Tranby room		Tranby room	Drawer 06			0
29504	PENDS	Tranby Room Drawer 05	03/04/2014	NULL	26733	MA1983.299	Museum Artefact	Tranby room	Drawer 05	drawer	Tranby room		Tranby room	Drawer 05			0
29506	PENDS	Tranby Room Drawer 04	03/04/2014	NULL	26735	MA2000.17a	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29508	PENDS	Tranby Room Drawer 04	03/04/2014	NULL	26737	MA2000.17b	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29509	PENDS	Tranby Room Drawer 04	03/04/2014	NULL	26739	MA2000.17c	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29511	PENDS	Tranby Room Drawer 04	03/04/2014	NULL	26740	MA2000.17d	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29512	PENDS	Tranby Room Drawer 04	03/04/2014	NULL	26742	MA2000.17h	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29514	PENDS	Tranby Room Drawer 04	03/04/2014	NULL	26744	MA2000.17i	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29516	PENDS	Tranby Room Drawer 04	03/04/2014	NULL	26745	MA2000.17f	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29517	PENDS	Tranby Room Drawer 04	03/04/2014	NULL	26746	MA2000.17l	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29519	PENDS	Tranby Room Drawer 04	03/04/2014	NULL	26748	MA1998.2	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29520	PENDS	Tranby Room Drawer 04	03/04/2014	NULL	26750	MA1991.137	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29522	PENDS	Tranby Room Drawer 04	03/04/2014	NULL	26752	MA1990.111	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29524	PENDS	Tranby Room Drawer 04	03/04/2014	NULL	26753	MA1989.167d	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29525	PENDS	Tranby Room Drawer 04	03/04/2014	NULL	26754	MA1989.167c	Museum Artefact	Tranby room	Drawer 04	drawer	Tranby room		Tranby room	Drawer 04			0
29556	JILLM	Tranby Room Box 01	26/05/2004	Stored	5577	A1945.8a	ArtWork	Tranby room	Box 01	box	Tranby room		Tranby room		Box 01		0
29557	JILLM	Tranby Room Box 01	26/05/2004	Stored	5578	A1945.8b	ArtWork	Tranby room	Box 01	box	Tranby room		Tranby room		Box 01		0
29558	JILLM	Tranby Room Box 01	26/05/2004	Stored	5579	A1945.8c	ArtWork	Tranby room	Box 01	box	Tranby room		Tranby room		Box 01		0
29598	PENDS	Tranby Room Drawer 15	10/04/2014	NULL	26825	MA1979.202	Museum Artefact	Tranby room	Drawer 15	drawer	Tranby room		Tranby room	Drawer 15			0
29599	PENDS	Tranby Room Drawer 15	10/04/2014	NULL	26827	MA1979.190	Museum Artefact	Tranby room	Drawer 15	drawer	Tranby room		Tranby room	Drawer 15			0
29601	PENDS	Tranby Room Drawer 15	10/04/2014	NULL	26828	MA1976.47	Museum Artefact	Tranby room	Drawer 15	drawer	Tranby room		Tranby room	Drawer 15			0
29603	PENDS	Tranby Room Drawer 15	10/04/2014	NULL	26830	MA1975.45	Museum Artefact	Tranby room	Drawer 15	drawer	Tranby room		Tranby room	Drawer 15			0
29607	PENDS	Tranby Room Drawer 15	10/04/2014	NULL	26832	MA1950.25	Museum Artefact	Tranby room	Drawer 15	drawer	Tranby room		Tranby room	Drawer 15			0
29611	PENDS	Tranby Room Drawer 14	27/02/2014	Stored	26483	MA1999.12b	Museum Artefact	Tranby room	Drawer 14	drawer	Tranby room		Tranby room	Drawer 14			0
29613	PENDS	Tranby Room Drawer 14	10/04/2014	NULL	26836	MA1989.88	Museum Artefact	Tranby room	Drawer 14	drawer	Tranby room		Tranby room	Drawer 14			0
29614	PENDS	Tranby Room Drawer 14	10/04/2014	NULL	26838	MA1984.73	Museum Artefact	Tranby room	Drawer 14	drawer	Tranby room		Tranby room	Drawer 14			0
29617	PENDS	Tranby Room Drawer 14	10/04/2014	NULL	26841	MA1984.72	Museum Artefact	Tranby room	Drawer 14	drawer	Tranby room		Tranby room	Drawer 14			0
29619	PENDS	Tranby Room Drawer 14	10/04/2014	NULL	26842	MA1983.28	Museum Artefact	Tranby room	Drawer 14	drawer	Tranby room		Tranby room	Drawer 14			0
29620	PENDS	Tranby Room Drawer 14	10/04/2014	NULL	26844	MA1981.185	Museum Artefact	Tranby room	Drawer 14	drawer	Tranby room		Tranby room	Drawer 14			0
29622	PENDS	Tranby Room Drawer 14	10/04/2014	NULL	26846	MA1981.29	Museum Artefact	Tranby room	Drawer 14	drawer	Tranby room		Tranby room	Drawer 14			0
29624	PENDS	Tranby Room Drawer 14	10/04/2014	NULL	26848	MA1980.211	Museum Artefact	Tranby room	Drawer 14	drawer	Tranby room		Tranby room	Drawer 14			0
29626	PENDS	Tranby Room Drawer 14	10/04/2014	NULL	26850	MA1980.64	Museum Artefact	Tranby room	Drawer 14	drawer	Tranby room		Tranby room	Drawer 14			0
29628	PENDS	Tranby Room Drawer 14	10/04/2014	NULL	26851	MA1979.204	Museum Artefact	Tranby room	Drawer 14	drawer	Tranby room		Tranby room	Drawer 14			0
29629	PENDS	Tranby Room Drawer 14	10/04/2014	NULL	26852	MA1979.170	Museum Artefact	Tranby room	Drawer 14	drawer	Tranby room		Tranby room	Drawer 14			0
29630	PENDS	Tranby Room Drawer 14	10/04/2014	NULL	26853	MA1979.167	Museum Artefact	Tranby room	Drawer 14	drawer	Tranby room		Tranby room	Drawer 14			0
29631	PENDS	Tranby Room Drawer 14	10/04/2014	NULL	26854	MA1978.141	Museum Artefact	Tranby room	Drawer 14	drawer	Tranby room		Tranby room	Drawer 14			0
29634	PENDS	Tranby Room Drawer 14	10/04/2014	NULL	26857	MA1974.27	Museum Artefact	Tranby room	Drawer 14	drawer	Tranby room		Tranby room	Drawer 14			0
29639	PENDS	Tranby Room Drawer 11	10/04/2014	NULL	26863	MA1981.6a	Museum Artefact	Tranby room	Drawer 11	drawer	Tranby room		Tranby room	Drawer 11			0
29640	PENDS	Storeroom NB07 No3	10/04/2014	NULL	26864	MA1984.82	Museum Artefact	Museum Store	NB07 No3	container	Museum Store		Museum Store				0
29643	PENDS	Tranby Room Drawer 15	10/04/2014	NULL	26866	MA1979.247	Museum Artefact	Tranby room	Drawer 15	drawer	Tranby room		Tranby room	Drawer 15			0
29645	PENDS	Tranby Room Drawer 15	10/04/2014	NULL	26868	MA1979.256a	Museum Artefact	Tranby room	Drawer 15	drawer	Tranby room		Tranby room	Drawer 15			0
29680	JILLM	Storeroom NC08 No2	21/08/2002	Stored	4434	MA1984.16	Museum Artefact	Museum Store	NC08 No2	container	Museum Store		Museum Store	NC08	2		0
29681	LESB	Meeting Room, Cabinet 3, Top Display	07/04/2004	Displayed	5451	MA1983.228	Museum Artefact	Meeting room	Cabinet 3, Top Display	container	Meeting room		Meeting room	Cabinet 3, Top Display			0
29682	valh	Tranby Room Textiles Box 6	07/08/2001	Stored	1816	MA2001.45	Museum Artefact	Tranby room	Textiles Box 6	box	Tranby room		Tranby room		Textiles Box 6		0
29759	CURRC	Costume Room Box 138	26/11/2012	Stored	22760	C2012.48	Costume	Costume room	Box 138	box	Costume room		Costume room		Box 138		0
29760	CURRC	Costume Room Box 35	26/11/2012	Stored	22758	C2012.47	Costume	Costume room	Box 35	box	Costume room		Costume room		Box 35		0
29761	CURRC	Costume Room Box 62	26/11/2012	Stored	22761	C2012.51	Costume	Costume room	Box 62	box	Costume room		Costume room		Box 62		0
29762	CURRC	Textile Box 4	22/04/2013	Stored	23931	MA2012.53	Museum Artefact	NULL	Textile Box 4	container	Textile Box 4				Textile Box 4		0
29763	CURRC	Costume Room Box 25	26/11/2012	Stored	22762	C2012.52a-b	Costume	Costume room	Box 25	box	Costume room		Costume room		Box 25		0
29764	CURRC	Tranby Room, Textile Box 4	26/11/2012	Stored	22763	T2012.53	Textiles	Tranby room	Textile Box 4	box	Tranby room		Tranby room		Textile Box 4		0
29767	LesB	Costume Room Box 025	27/04/2004	Stored	16473	C1951.23	Costume	Costume room	Box 025	box	Costume room		Costume room		Box 025		0
29768	CURRC	Costume Room Box 025	17/08/2011	Stored	18077	C1979.72a-c	Museum Artefact	Costume room	Box 025	box	Costume room		Costume room		Box 025		0
29769	VandB	Costume Room Box 025	17/08/2011	Stored	18080	C1979.73	Museum Artefact	Costume room	Box 025	box	Costume room		Costume room		Box 025		0
29770	VandB	Costume Room Box 025	17/08/2011	Stored	18081	C1979.74a-b	Museum Artefact	Costume room	Box 025	box	Costume room		Costume room		Box 025		0
29771	CURRC	Costume Room Box 025	26/11/2012	Stored	22762	C2012.52a-b	Costume	Costume room	Box 025	box	Costume room		Costume room		Box 025		0
29777	PENDS	Tranby Room Drawer 15	01/05/2014	Stored	27009	MA1983.87	Museum Artefact	Tranby room	Drawer 15	drawer	Tranby room		Tranby room	Drawer 15			0
29778	PENDS	Tranby Room Drawer 15	01/05/2014	Stored	27010	MA1980.193c	Museum Artefact	Tranby room	Drawer 15	drawer	Tranby room		Tranby room	Drawer 15			0
29780	PENDS	Tranby Room Drawer 15	01/05/2014	Stored	27011	MA1980.206	Museum Artefact	Tranby room	Drawer 15	drawer	Tranby room		Tranby room	Drawer 15			0
29782	PENDS	Tranby Room Drawer 17	01/05/2014	Stored	27012	MA1983.127	Museum Artefact	Tranby room	Drawer 17	drawer	Tranby room		Tranby room	Drawer 17			0
29785	PENDS	Tranby Room Drawer 16	01/05/2014	Stored	27014	MA1979.248	Museum Artefact	Tranby room	Drawer 16	drawer	Tranby room		Tranby room	Drawer 16			0
29790	PENDS	Storeroom	01/05/2014	Stored	27019	MA1983.42b	Museum Artefact	NULL	Museum Store	room	Museum Store		Museum Store				0
29793	PENDS	Tranby Room Drawer 22	01/05/2014	Stored	27022	MA1983.126	Museum Artefact	Tranby room	Drawer 22	drawer	Tranby room		Tranby room	Drawer 22			0
29794	YokK	De-accessioning Box	25/02/2004	Removed	5219	MA1991.112	Museum Artefact	NULL	De-accessioning Box	container	De-accessioning Box				De-accessioning Box		0
29795	PENDS	Tranby Room Drawer 22	01/05/2014	Stored	27023	MA1983.202	Museum Artefact	Tranby room	Drawer 22	drawer	Tranby room		Tranby room	Drawer 22			0
29819	PENDS	Rare Book Cupboard	08/05/2014	Stored	3769	MA1989.35a-b	Museum Artefact	NULL	Rare Book Cupboard	container	Rare Book Cupboard			Rare Book Cupboard			0
29823	PENDS	Tranby Room Drawer 19	08/05/2014	NULL	27055	MA1981.129	Museum Artefact	Tranby room	Drawer 19	drawer	Tranby room		Tranby room	Drawer 19			0
29824	PENDS	Tranby Room Drawer 20	08/05/2014	NULL	27056	MA1981.11b	Museum Artefact	Tranby room	Drawer 20	drawer	Tranby room		Tranby room	Drawer 20			0
29825	PENDS	Tranby Room Drawer 21	08/05/2014	NULL	27057	MA1980.203a	Museum Artefact	Tranby room	Drawer 21	drawer	Tranby room		Tranby room	Drawer 21			0
29826	PENDS	Tranby Room Drawer 21	08/05/2014	NULL	27058	MA1980.203b	Museum Artefact	Tranby room	Drawer 21	drawer	Tranby room		Tranby room	Drawer 21			0
29827	PENDS	Tranby Room Drawer 21	08/05/2014	NULL	27059	MA1980.203c	Museum Artefact	Tranby room	Drawer 21	drawer	Tranby room		Tranby room	Drawer 21			0
29829	PENDS	Tranby Room Drawer 21	08/05/2014	NULL	27060	MA1980.203d	Museum Artefact	Tranby room	Drawer 21	drawer	Tranby room		Tranby room	Drawer 21			0
29833	PENDS	Tranby Room Drawer 05	08/05/2014	Stored	27069	MA2014.4	Museum Artefact	Tranby room	Drawer 05	drawer	Tranby room		Tranby room	Drawer 05			0
29836	PENDS	Textile Box 11	08/05/2014	Stored	27071	MA2014.3	Museum Artefact	NULL	Textile Box 11	container	Textile Box 11				Textile Box 11		0
29840	PENDS	Textile Box 03	08/05/2014	Stored	27075	MA2014.2a	Museum Artefact	NULL	Textile Box 03	container	Textile Box 03				Textile Box 03		0
29841	PENDS	Textile Box 03	08/05/2014	Stored	27076	MA2014.2b	Museum Artefact	NULL	Textile Box 03	container	Textile Box 03				Textile Box 03		0
29843	PENDS	Costume Room Box 008	08/05/2014	Stored	27078	C2014.1	Costume	Costume room	Box 008	box	Costume room		Costume room		Box 008		0
29846	ValH	Tranby Room Drawer 22	28/10/2003	Stored	5168	MA1984.235	Museum Artefact	Tranby room	Drawer 22	drawer	Tranby room		Tranby room	Drawer 22			0
29847	YokK	Tranby Room Drawer 17	28/01/2004	Stored	5305	MA1979.253	Museum Artefact	Tranby room	Drawer 17	drawer	Tranby room		Tranby room	Drawer 17			0
29848	CURRC	Tranby Room Drawer 22	24/02/2014	Stored	26438	MA1979.261a-f	Museum Artefact	Tranby room	Drawer 22	drawer	Tranby room		Tranby room	Drawer 22			0
29849	SuaG	Costume Room Box 052	12/08/2002	Stored	4366	C1981.27a	Costume	Costume room	Box 052	box	Costume room		Costume room		Box 052		0
29871	PENDS	Tranby Room Drawer 22	15/05/2014	NULL	27097	MA1980.69	Museum Artefact	Tranby room	Drawer 22	drawer	Tranby room		Tranby room	Drawer 22			0
29875	PENDS	Tranby Room Drawer 22	15/05/2014	NULL	27100	MA1993.86abc	Museum Artefact	Tranby room	Drawer 22	drawer	Tranby room		Tranby room	Drawer 22			0
29876	PENDS	Tranby Room Drawer 22	15/05/2014	NULL	27102	MA1990.68d	Museum Artefact	Tranby room	Drawer 22	drawer	Tranby room		Tranby room	Drawer 22			0
29877	PENDS	Tranby Room Drawer 22	15/05/2014	NULL	27103	MA1990.13	Museum Artefact	Tranby room	Drawer 22	drawer	Tranby room		Tranby room	Drawer 22			0
29886	PENDS	Tranby Room Box 01	15/05/2014	Stored	27113	MA1980.60c	Museum Artefact	Tranby room	Box 01	box	Tranby room		Tranby room		Box 01		0
29891	PENDS	Costume Room Box 062	15/05/2014	Stored	27117	C2014.7	Costume	Costume room	Box 062	box	Costume room		Costume room		Box 062		0
29893	PENDS	Tranby Room Drawer 14	15/05/2014	Stored	27121	MA2013.34a	Museum Artefact	Tranby room	Drawer 14	drawer	Tranby room		Tranby room	Drawer 14			0
29899	PENDS	Tranby Room Drawer 14	15/05/2014	Stored	27125	MA2013.34b	Museum Artefact	Tranby room	Drawer 14	drawer	Tranby room		Tranby room	Drawer 14			0
30037	PENDS	Storeroom E05	05/06/2014	Stored	27259	MA1983.29	Museum Artefact	Museum Store	E05	container	Museum Store		Museum Store	E05			0
30038	PENDS	Storeroom Sth Cupboard Bottom Shelf	05/06/2014	Stored	27260	MA1977.36	Museum Artefact	Museum Store	Sth Cupboard Bottom Shelf	container	Museum Store		Museum Store	Sth Cupboard Bottom Shelf			0
30044	PENDS	Storeroom NC02 No1	05/06/2014	Stored	27264	MA1974.39	Museum Artefact	Museum Store	NC02 No1	container	Museum Store		Museum Store	NC02	1		0
30045	PENDS	Storeroom NB05 No1	05/06/2014	Stored	27267	C1981.194	Costume	Museum Store	NB05 No1	container	Museum Store		Museum Store	NC02	1		0
30046	PENDS	Storeroom E06	05/06/2014	Stored	27268	MA1973.29a&b	Museum Artefact	Museum Store	E06	container	Museum Store		Museum Store	E06			0
30049	PENDS	Mary Laken - Repair	05/06/2014	Loaned	27271	MA1978.135	Museum Artefact	NULL	Mary Laken - Repair	container	Mary Laken - Repair		Mary Laken - Repair				0
30050	PENDS	Tranby Room Drawer 22	05/06/2014	Stored	27272	MA1988.167a	Museum Artefact	Tranby room	Drawer 22	drawer	Tranby room		Tranby room	Drawer 22			0
30051	PENDS	Tranby Room Drawer 15	05/06/2014	Stored	27273	MA1979.273a&b	Museum Artefact	Tranby room	Drawer 15	drawer	Tranby room		Tranby room	Drawer 15			0
30052	PENDS	Storeroom E06	05/06/2014	Stored	27274	MA1982.42a	Museum Artefact	Museum Store	E06	container	Museum Store		Museum Store	E06			0
30054	PENDS	Storeroom E05	05/06/2014	Stored	27276	MA2011.65	Museum Artefact	Museum Store	E05	container	Museum Store		Museum Store	E05			0
30055	ValH	Storeroom NB02 No1	14/12/2004	Stored	6208	MA1980.5d	Museum Artefact	Museum Store	NB02 No1	container	Museum Store		Museum Store	NB02	1		0
30056	PENDS	Storeroom NB04 No2	05/06/2014	Stored	27277	MA1979.142	Museum Artefact	Museum Store	NB04 No2	container	Museum Store		Museum Store	NB04	2		0
30057	PENDS	Storeroom NB05 No1	05/06/2014	Stored	27278	MA1972.8	Museum Artefact	Museum Store	NB05 No1	container	Museum Store		Museum Store	NB05	1		0
30058	PENDS	Storeroom E06	05/06/2014	Stored	27279	MA1971.13	Museum Artefact	Museum Store	E06	container	Museum Store		Museum Store	E06			0
30059	PENDS	Storeroom WA03 No3	05/06/2014	Stored	4272	MA1964.3a-b	Museum Artefact	Museum Store	WA03 No3	container	Museum Store		Museum Store	WA03	3		0
30084	PENDS	Storeroom E07	12/06/2014	Stored	27304	MA1975.132	Museum Artefact	Museum Store	E07	container	Museum Store		Museum Store	E07			0
30085	PENDS	Storeroom NB10 No1	12/06/2014	Stored	27305	MA1978.59	Museum Artefact	Museum Store	NB10 No1	container	Museum Store		Museum Store	NB10	1		0
30086	PENDS	Storeroom NA09 No3	12/06/2014	Stored	27306	MA1976.89	Museum Artefact	Museum Store	NA09 No3	container	Museum Store		Museum Store	NA09	3		0
30087	PENDS	Storeroom NB02 No2	12/06/2014	Stored	27307	MA1979.130a-c	Museum Artefact	Museum Store	NB02 No2	container	Museum Store		Museum Store	NB02	2		0
30088	PENDS	Storeroom NB09 No3	12/06/2014	Stored	27306	MA1976.89	Museum Artefact	Museum Store	NB09 No3	container	Museum Store		Museum Store	NB09	3		0
30089	PENDS	Storeroom NB02 No2	12/06/2014	Stored	27308	MA1979.129	Museum Artefact	Museum Store	NB02 No2	container	Museum Store		Museum Store	NB02	2		0
